domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning
oumistore.com,False,0.8,unknown,https://oumistore.com/,vandji iPhone 16 Pro Max - Oumistore Mali iPhone 16 Pro Max eSIM Etat : 10/10 Capacité : 256GB Face ID : Ok ✅ Batterie : 96% Écran True Tone ✅ 📞: +223 Vendu avec tacture et garantie ...,"The provided page only shows product listing information for smartphones without any indication that Oumistore directly provides financing services for smartphones. There is no mention of installment sales, financing, or related offerings. Therefore, it is not possible to classify it as provider, aggregator, or partner_only based on the evidence. The best classification is unknown due to insufficient evidence."
alios-finance.com,False,0.4,unknown,https://www.alios-finance.com/site/fr/mali/countrie.php,Alios Finance Mali (anciennement connue sous le nom SOMAFI) est une succursale d’Alios Finance Côte d’Ivoire qui propose les solutions de financements suivantes : Crédit-Bail mobilier Location Longue Durée Crédit Investissement Crédit Court Terme,"The retrieved pages describe that Alios Finance Mali offers financing solutions such as equipment leasing, investment credit, and short term credit. However, there is no direct mention or evidence that they specifically provide smartphone financing or installment payment plans targeted at smartphones. Therefore, based on the available information, it is not possible to confirm that Alios Finance directly provides smartphone financing."
findevgateway.org,False,0.2,unknown,https://www.findevgateway.org/fr/publication/2020/07/le-paysage-fintech-malien | https://www.findevgateway.org/sites/default/files/publications/files/rapport/systeme/de/paiement/yiriwa/mali/vf.pdf,"Écosystème : 18 FinTechs, 11 facilitateurs et partenaires de financement,* les API sont la principale technologie. | Content is unreadable or not related to smartphone financing.","The retrieved pages do not contain explicit evidence that the company directly provides smartphone financing. One page references fintech ecosystem entities and financing partners without clarifying direct provision, and the other document is unreadable. Therefore, entity type is unknown due to insufficient evidence."
bibliosante.ml,False,0.9,unknown,https://bibliosante.ml/bitstream/handle/123456789/5031/21M352.pdf | https://bibliosante.ml/bitstream/handle/123456789/10467/09P32.pdf | https://bibliosante.ml/bitstream/handle/123456789/13440/23M514.pdf | https://bibliosante.ml/bitstream/handle/123456789/5199/21M409.pdf,"üÐý4ò×ºÓ ¯+x­Lç  < öüËyù < ±g%N¤y/íÙµÒt,mn¢¥
southsouth.contentfiles.net,False,0.1,unknown,https://southsouth.contegenceecofin.com,False,0.7,unknown,https://www.agenceecofin.com/actualites-numerique/0702-125622-les-telecoms-pour-financer-le-developpement-social-le-pari-du-gouvernement-malien | https://www.agenceecofin.com/operateur/1803-18472-malitel-lance-mobicash-son-service-de-transfert-d-argent-mobile | https://www.agenceecofin.com/monetique/0306-119168-mali-le-nombre-d-abonnes-mobile-money-a-augmente-de-150-en-cinq-ans,option des paiements numériques. C'est dans cette logique que l'opérateur... Ecofin Pro en continu 13/03/2026 L'ampleur et les logiques des financements chinois dans les infrastructures portuaires à travers le monde. | tion récente de l’écosystème technologique africain et les tendances qui structurent son développement pour 2026. 13/03/2026 L'évolution du financement des start-up technologiques africaines en 2025 dans un contexte mondial dominé par l'IA. | tion récente de l’écosystème technologique africain et les tendances qui structurent son développement pour 2026. 13/03/2026 L'évolution du financement des start-up technologiques africaines en 2025 dans un contexte mondial dominé par l'IA.,"Based on the provided retrieved pages, there is no explicit evidence that Agenceecofin directly offers, finances, underwrites, leases, or sells smartphones on installments. The content primarily covers general financial technology news and trends without indicating direct smartphone financing services by the company. Therefore, the classification is 'unknown' due to insufficient or ambiguous evidence."
fr.scribd.com,True,0.9,unknown,https://www.scribd.com/document/866356761/Samsung-Mobile-Installment-Rates-01-05-2025 | https://fr.scribd.com/document/876922045/Guide-Acheter-Alibaba-Mali | https://fr.scribd.com/document/721231200/Fiscalite,"The document lists various Samsung camera models with specifications including display size, pixel density, battery capacity, and pricing. Each model has associated prices for both a 12-month installment plan a | The document provides a guide on purchasing from Alibaba and AliExpress in Mali, including account creation, product search, and available payment methods. | Fiscalité des entreprises en Côte d'Ivoire 2024 | PDF | Impôts | État Le document traite de la fiscalité pratique des entreprises en Côte d'Ivoire. Il définit notamment les notions fondamentales de l'impôt, les principes et rôles de l'impôt","None of the provided pages indicate that 'Impôts' or the domain 'fr.scribd.com' directly provide smartphone financing services. The documents either discuss installment plans unrelated to the company, general purchasing guides, or taxation without any linkage to smartphone financing. Therefore, the entity type is 'unknown' with high confidence."
shop.sosh.fr,True,0.85,provider,https://shop.sosh.fr/mobile/forfaits-mobiles,Sosh vous propose des solutions de financement pour acheter votre appareil seul et régler en plusieurs fois.,"The content from the retrieved page clearly indicates that Shop Sosh FR directly offers financing options to buy smartphones and pay in multiple installments, fulfilling the criteria for being a provider of smartphone financing services."
bms-sa.ml,False,0.5,unknown,https://bms-sa.ml/ | https://bms-sa.ml/faq-aide,Recrutement Produits et Services Particuliers Professionnels Entreprises & Institutionnels Micro-Entreprises GIE/Associations/SFD Crédits & Financements Immobilier Nos cartes Simulateur de prêt Banque en ligne FAQ/Aide Banque Malienne de Solidarité La meilleure réponse à vos besoins | Recrutement Produits et Services Particuliers Professionnels Entreprises & Institutionnels Micro-Entreprises GIE/Associations/SFD Crédits & Financements Immobilier Nos cartes Simulateur de prêt Banque en ligne FAQ/Aide,"Based solely on the provided pages, there is no direct evidence that Banque Malienne de Solidarité offers financing specifically for smartphones, whether through direct sales, leasing, or installment plans. The references to credit and financing are generic without mentioning the target category, so the entity type cannot be confirmed as provider, aggregator, or partner_only."
gomoworld.com,False,0.8,unknown,https://www.gomoworld.com/fr/destinations/Mali,"Téléphones compatibles 4G 4.5GB plan de 30 jours 29,99€ 3GB plan de 30 jours 19,99€ 1.5GB plan de 30 jours 10,99€ 300MB plan de 7 jours 3,99€","The retrieved page provides information only about data plans and phone compatibility without any indication that gomoworld.com directly offers smartphone financing or installment payment options. Therefore, the entity type cannot be confirmed as provider, aggregator, or partner_only, and is classified as unknown due to insufficient evidence."
bamakogadget.com,False,0.1,unknown,https://bamakogadget.com/ | https://bamakogadget.com/shop/categorie/accessoires-auto,nouvelable Onduleurs & convertisseurs Accessoires Auto Clé à Roue Auto Audio & Vidéo Vidéo projecteurs / Projecteurs Téléphonie & Tablettes Téléphones & Accessoires Électroménager Blenders & Mixeurs Accessoires Auto Crics Auto Informatique & Réseaux Compteurs de billets Accessoires Auto Boosters de batterie & Gonfleur Informatique & Réseaux Sécurité & Surveillance Électroménager Machines à café Informatique & Réseaux | nouvelable Onduleurs & convertisseurs Accessoires Auto Clé à Roue Auto Audio & Vidéo Vidéo projecteurs / Projecteurs Téléphonie & Tablettes Téléphones & Accessoires Électroménager Blenders & Mixeurs Accessoires Auto Crics Auto Informatique & Réseaux Compteurs de billets Accessoires Auto Boosters de batterie & Gonfleur Informatique & Réseaux Sécurité & Surveillance Électroménager Machines à café Informatique & Réseaux,"Based strictly on the provided pages, there is no explicit mention or evidence that Bamakogadget directly offers smartphone financing, acts as an aggregator of such services, or refers to financing partners. The content focuses on product listings without any financing details, making the entity type undetermined and the validation negative."
ubamali.com,False,0.8,unknown,https://www.ubamali.com/ | https://www.ubamali.com/product-services/instant-bills-pay,"Le service bancaire en ligne UBA vous offre un accès illimité et sécurisé à votre compte, à tout moment, sur n’importe quel ordinateur, tablette, smartphone ou autre appareil mobile. | Instant Bills Pay - UBA Mali La carte de débit UBA est acceptée dans tous les points d'acceptation des cartes Visa (guichets automatiques, points de vente et Web) dans plus de 200 pays.","Neither retrieved page provides clear evidence that Ubamali directly provides smartphone financing. Content relates to general banking and payment services, with no mention of smartphone installment plans or financing. Therefore, entity type is classified as 'unknown'."
electronicshop.biz,False,0.7,unknown,https://electronicshop.biz/ | https://electronicshop.biz/fr/9-telephone | https://electronicshop.biz/fr/magasins | https://electronicshop.biz/fr/nous-contacter,"Nous offrons les meilleurs produits électroménager : climatiseur, réfrigérateur, congélateur, cuisinière, machine à laver, humidificateur et micro-onde Smartphones Les meil | Téléphone Appelez-nous : 76320733 Langue : Français... Effectuez une no | Nos magasins ELECTRONIC SHOP Niamacoro Cité Unicef N-A000 Bamako Mali À propos et Contact | Contactez-nous Sujet Electronic Shop Niamacoro Cité Unicef Bamako Mali Appelez-nous : 76320733","None of the retrieved pages provide explicit evidence that Electronic Shop directly finances or leases smartphones or offers installment plans. There is no mention of a financing service or partner financing either. Therefore, based on available evidence, the entity type is unknown and validation is false."
orange.sn,True,0.85,provider,https://www.orange.sn/assistance/search | https://assistance.orange.sn/questions/2386454-acheter-telephone-paiement-echelonne,Le Tecno Pop 9 rejoint les smartphones disponibles à crédit chez Orange. | Comment acheter un Smartphone à crédit payable sur 3 à 6 mois chez Orange?,"The retrieved pages explicitly mention Orange offering smartphones available for purchase on credit and mention installment payments, satisfying the rule for 'provider' as the company directly offers financing for smartphones."
bondeal.org,True,0.8,aggregator,https://www.bondeal.org/ | https://www.bondeal.org/copy-of-acceuil,Bondeal.org - Comparez et faites vos achats en toute simplicité ! Bénéficiez de prix bas et d'offres exclusives sur une grande variété d'articles. | Achetez en toute simplicité ... à des prix concurrentiels. ... payer à la livraison.,"The provided pages describe Bondeal.org as a platform for online shopping and price comparison with an emphasis on simple purchasing and delivery payment. There is no direct evidence that they finance, underwrite, lease, or sell smartphones on installments. The lack of any explicit mention of financing or installment services implies that Bondeal.org serves as an aggregator rather than a direct provider or partner for smartphone financing."
dgmp.gouv.ml,True,0.9,unknown,https://www.dgi.gouv.ml/reel | https://dgmp.gouv.ml/sites/default/files/DATA/IN/182931/AAO/527308.pdf | https://dgmp.gouv.ml/sites/default/files/DATA/IN/87244/AMI/292856.pdf,"TECHNIQUE SYSTEM TAXE/VALEUR AJOUTEE 89?530 Actif D.G.E 085135724T LE MERIDIEN TAXE/VALEUR AJOUTEE 670?709 Actif D.G.E 083334197X STE PR LE FINANCEMENT DIVERS PROJETS - BTP TAXE/VALEUR AJOUTEE 664?170 Actif D.G.E 025008396R MY AUTO SA TAXE/VALEUR AJOUTEE 342?371 Actif D.G.E 084133338P SOCIETE ATTM TAXE/VALEUR AJOUTEE 792?089 Actif D.G.E 087800224T TOLMALI-SA TAXE/VALEUR AJOUTEE 241 Actif D.G.E 083201218P CFAO TECHNOL | P�E���-� b�Lp���\� C��=�&�A^�ZD����Ǿ���=��g�i�DG3~I�9w�vk���r�*���9V�v��@��y�>˹뮭�L� h���,��@%�Ŭ�_,��7ۅ+?Dl1+3��88�$���?��,t|bUy.��L˟A��9^��)53~1�� �Mntfiles.net/media/documents/Global/Africa.04.2023/.pdf,"��h^�%��""S�׍�� �5
domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning,page_company,referenced_entities,extraction_confidence,needs_additional_extraction,partner_details,aggregator_company_details,referenced_companies
orangemali.com,True,0.9,partner_only,https://www.orangemali.com/fr/prt-smartphone-et-tablette.html,"Orange en partenariat avec Ecobank, vous offre la possibilité de payer à votre rythme et sur plusieurs mensualités des smartphones au meilleur rapport qualité/ prix.","The provided chunks from orangemali.com describe a smartphone and tablet installment credit offer available from Orange Mali's own pages. The financing is explicitly stated to be in partnership with Ecobank, who underwrites the credit. Orange Mali sells and offers the service directly but relies on Ecobank for financing responsibility. Therefore, Orange Mali is classified as partner_only since it does not itself finance the service but facilitates the offering with a named financing partner.","{""name"": ""Orange Mali"", ""domain"": ""orangemali.com"", ""url"": ""https://www.orangemali.com/fr/prt-smartphone-et-tablette.html"", ""role"": ""provider"", ""financing_responsibility"": ""provided by Ecobank as partner, Orange Mali sells and offers smartphone/tablet financing"", ""target_relevance"": ""directly provides smartphone financing service via credit installment offer in partnership with Ecobank"", ""quote"": ""Orange en partenariat avec Ecobank, vous offre la possibilité de payer à votre rythme et sur plusieurs mensualités des smartphones au meilleur rapport qualité/ prix."", ""source_url"": ""https://www.orangemali.com/fr/prt-smartphone-et-tablette.html"", ""notes"": ""Orange Mali offers smartphones and tablets on credit/installments for several months; financing is enabled via partnership with Ecobank but the Orange Mali domain hosts and promotes this service as its own offering.""}","[{""name"": ""Ecobank"", ""domain"": ""ecobank.com"", ""url"": """", ""role"": ""partner"", ""financing_responsibility"": ""financing partner underwriting the smartphone credit"", ""target_relevance"": ""provides financing under the Orange Mali smartphone/tablet credit offer"", ""quote"": ""Orange en partenariat avec Ecobank, vous offre la possibilité de payer à votre rythme et sur plusieurs mensualités des smartphones au meilleur rapport qualité/ prix."", ""source_url"": ""https://www.orangemali.com/fr/prt-smartphone-et-tablette.html"", ""notes"": ""Ecobank is mentioned as the financing partner in Orange Mali's smartphone installment program.""}]",0.95,False,Ecobank; financing partner underwriting smartphone/tablet credit in partnership with Orange Mali,,[]
bdm-sa.com,True,0.9,unknown,https://www.bdm-sa.com/cauris-epargne | https://www.bdm-sa.com/credit-immobilier-2 | https://www.bdm-sa.com/,La carte CAURIS EPARGNE est une carte de retrait et de paiement à débit immédiat sur compte d’épargne utilisable au Mali. | Le Crédit Immobilier MRE est un financement par emprunt destiné à financer tout ou une partie d’un achat immobilier. | La Banque de Développement du Mali SA a été élue Meilleure Banque de l'Afrique de l'Ouest de l'année 2018.,"Based on the provided chunks from the domain bdm-sa.com, La Banque de Développement du Mali offers typical banking services including savings accounts, current accounts, real estate financing, and payment cards. None of the evidence mentions providing or financing smartphones, or offering installment plans for smartphone purchases. There are no referenced partner entities or providers on the pages that relate to smartphone financing, so the domain does not directly provide the target service category.","{""name"": ""La Banque de Développement du Mali"", ""domain"": ""bdm-sa.com"", ""url"": ""https://www.bdm-sa.com/"", ""role"": ""provider"", ""financing_responsibility"": ""direct provider of banking and financing services"", ""target_relevance"": ""does not provide smartphone financing services"", ""quote"": ""La Banque de Développement du Mali offers a range of banking products like savings accounts, current accounts, credit immobilier (housing loans) and payment cards but does not mention smartphone financing"", ""source_url"": ""https://www.bdm-sa.com/"", ""notes"": ""The page content references typical banking products including saving and payment cards and real estate financing, but no evidence of smartphone financing or financing on installment for smartphones""}",[],0.95,False,,,[]
ml.coinafrique.com,True,0.9,unknown,https://ml.coinafrique.com/categorie/accessoires-telephonie | https://ml.coinafrique.com/annonce/telephones-et-tablettes/iphone-3030814 | https://ml.coinafrique.com/annonce/telephones-et-tablettes/telephone-1543742,"Stabilisateur de Smartphone favorite_border 2 mois 35 000 CFA location_on Bamako, Mali | iPhone 4 années Bamako, Mali Téléphones & Tablettes Icone Livraison Livraison disponible ... Prix sur demande | Téléphone 6 années Bamako, Mali Téléphones & Tablettes Icone produit neuf Produit neuf Détails du produit Mini téléphone est de retour","The retrieved page content shows Téléphones & Tablettes is a marketplace or seller of smartphones and accessories, listing products with prices and durations but no explicit mention or evidence of offering smartphone financing services. No financing partner is named. Therefore, the company/domain does not directly provide the target category of smartphone financing. No referenced entities related to financing appear in the content, so the type is classified as 'unknown' due to lack of evidence.","{""name"": ""Téléphones & Tablettes"", ""domain"": ""ml.coinafrique.com"", ""url"": ""https://ml.coinafrique.com/categorie/accessoires-telephonie"", ""role"": ""marketplace seller"", ""financing_responsibility"": ""none indicated"", ""target_relevance"": ""no direct evidence of smartphone financing service"", ""quote"": ""Stabilisateur de Smartphone favorite_border 2 mois 35 000 CFA location_on Bamako, Mali ... iPhone 4 années Bamako, Mali Téléphones & Tablettes Icone Livraison Livraison disponible ... Téléphone 6 années Bamako, Mali Téléphones & Tablettes Icone produit neuf Produit neuf"", ""source_url"": ""https://ml.coinafrique.com/categorie/accessoires-telephonie"", ""notes"": ""Page shows listings of phones, accessories for sale with prices and durations, no financing or installment info""}",[],0.9,False,,,[]
rebtel.com,True,0.9,unknown,https://www.rebtel.com/fr/campagne/cms/mali-recharger | https://www.rebtel.com/fr/campagne/cms/mali-recharger,"Toutes les recharges avec Rebtel sont livrées en quelques minutes. Les crédits sont envoyés vers tous les opérateurs au Mali (Orange, Sotelma-Malitel) et sont reçus instantanément afin que votre destinataire puisse passer des appels, envoyer des SMS et acheter des données. | Envoyez la recharge à votre famille et vos amis au Mali avec les frais les plus bas possibles. Rapide, sécurisé et directement depuis votre téléphone ou votre ordinateur.","The retrieved page content consistently describes Rebtel as a provider of mobile recharge services intended for sending credits to mobile phones in Mali. There is no mention or implication that Rebtel offers smartphone financing, installment plans, or related financial services. No other companies or partners related to smartphone financing are referenced. Therefore, the company represented by the page, Rebtel, does not directly provide the target category service.","{""name"": ""Rebtel"", ""domain"": ""rebtel.com"", ""url"": ""https://www.rebtel.com/fr/campagne/cms/mali-recharger"", ""role"": ""provider"", ""financing_responsibility"": ""none"", ""target_relevance"": ""Rebtel provides mobile recharge services but does not offer smartphone financing."", ""quote"": ""Toutes les recharges avec Rebtel sont livrées en quelques minutes. Les crédits sont envoyés vers tous les opérateurs au Mali (Orange, Sotelma-Malitel) et sont reçus instantanément afin que votre destinataire puisse passer des appels, envoyer des SMS et acheter des données."", ""source_url"": ""https://www.rebtel.com/fr/campagne/cms/mali-recharger"", ""notes"": ""The content exclusively describes mobile recharges and international calling services. No evidence of smartphone financing service is provided.""}",[],1.0,False,,,[]
seagm.com,True,0.95,unknown,https://www.seagm.com/fr/mobile-recharge/Mali | https://www.seagm.com/fr/mobile-recharge/Mali,Recharge Malitel Mali mobile credits instantly with SEAGM.com. Instant top up to your phone. | How to recharge Malitel Mali mobile credits? Recharge Malitel Mali's mobile credit or data in three simple steps... Select top up amount or data bundle and click Pay Now to make payment.,"The analyzed page from Seagm's domain exclusively discusses mobile prepaid credit and data recharge services. There is no mention of financing smartphones through installments or credit, nor any partners providing such financing. The company's role is as a provider of mobile top-up services only, having no direct offering related to the target category smartphone_financing. Hence, the entity type is classified as unknown for smartphone financing.","{""name"": ""Seagm"", ""domain"": ""seagm.com"", ""url"": ""https://www.seagm.com/fr/mobile-recharge/Mali"", ""role"": ""provider"", ""financing_responsibility"": ""none mentioned - provides mobile recharge and credit top-up services, not smartphone financing"", ""target_relevance"": ""none"", ""quote"": ""Recharge Malitel Mali mobile credits instantly with SEAGM.com. Instant top up to your phone. Pay with Paypal, credit card, online banking and many more."", ""source_url"": ""https://www.seagm.com/fr/mobile-recharge/Mali"", ""notes"": ""Page content shows Seagm provides prepaid mobile credits/top-up service but no mention of smartphone financing or installment sales.""}",[],0.9,False,,,[]
banqueatlantique.net,True,0.9,unknown,https://www.banqueatlantique.net/bf/particuliers/atlantique-mobile-bf | https://www.banqueatlantique.net/bf/particuliers/atlantique-mobile-bf,"Banque Atlantique vous propose ATLANTIQUE MOBILE. Une application totalement gratuite, intégrant des fonctionnalités inédites et exclusives allant de la reconnaissance faciale à la modification du plafond de carte... Vous souhaitez effectuer vos transactions, et accéder 24/7 aux produits et services bancaires depuis votre smartphone ou tablette ? | Financement de Projets ... Prêt scolaire Crédits Conso Prêt spécial fête Prêt Ramadan Crédit Express 0% Projets Immobiliers Crédit Immobilier","The provided page content extensively details Banque Atlantique's banking products, including digital banking platforms (ANET and Atlantique Mobile) and multiple types of credit and loans. However, none of the chunks mention the bank directly underwriting, leasing, or financing smartphones on installments or as a dedicated service. No partners or third-party financing companies are mentioned in relation to smartphone financing either. Therefore, the page company is identified as Banque Atlantique with a role as a bank. Since no explicit smartphone financing service is provided or clearly referenced, the entity type is 'unknown'. No referenced entities are extracted because no other companies or partners related to smartphone financing are mentioned.","{""name"": ""Banque Atlantique"", ""domain"": ""banqueatlantique.net"", ""url"": ""https://www.banqueatlantique.net"", ""role"": ""bank providing various financial products and services including digital banking"", ""financing_responsibility"": ""Provider of banking products but no direct evidence of smartphone financing services or installment plans"", ""target_relevance"": ""No direct evidence of offering smartphone financing"", ""quote"": ""Banque Atlantique vous propose ATLANTIQUE MOBILE. Une application totalement gratuite, intégrant des fonctionnalités inédites... Vous souhaitez effectuer vos transactions, et accéder 24/7 aux produits et services bancaires depuis votre smartphone ou tablette ?"", ""source_url"": ""https://www.banqueatlantique.net/bf/particuliers/atlantique-mobile-bf"", ""notes"": ""The retrieved content describes banking services, mobile banking app and various loans/credits but no mention of direct smartphone financing or installment plans for smartphones.""}",[],0.95,False,,,[]
bamada.net,True,0.9,unknown,https://bamada.net/moov-africa-malitel-innove-lapplication-my-moov-pour-gerer-en-toute-simplicite-votre-compte-mobile-depuis-votre-smartphone-ou-tablette | https://bamada.net/transfert-monetaire-moov-money-innove-encore-au-benefice-de-ses-clients,"Un outil permettant d’effectuer différentes opérations comme le paiement des factures, l’achat des forfaits, les recharges… | Moov Money... paiement de factures, recharges, transfert d’argent... paiement marchand Sani…","The retrieved pages show that Bamada.net publishes news articles about Moov Africa Malitel, which offers a mobile app 'My Moov' for account management, payments, and transfers through Moov Money. However, there is no mention or evidence that either Bamada.net or Moov Africa Malitel provide smartphone financing directly or via partnership. The content focuses on mobile money services, bill payments, and mobile account operations without any references to smartphone installment plans or financing services. Therefore, the company/domain represented by the pages (Bamada.net) is categorized as 'unknown' for providing smartphone financing because it is a news publisher. The referenced entities (Moov Africa Malitel and Moov Money) are providers of telecommunications and mobile money services but not smartphone financing. No partners or aggregators related to smartphone financing are mentioned.","{""name"": ""Bamada"", ""domain"": ""bamada.net"", ""url"": ""https://bamada.net/moov-africa-malitel-innove-lapplication-my-moov-pour-gerer-en-toute-simplicite-votre-compte-mobile-depuis-votre-smartphone-ou-tablette"", ""role"": ""publisher of news and informational content"", ""financing_responsibility"": ""none"", ""target_relevance"": ""none"", ""quote"": ""Moov Africa Malitel innove : L’application My Moov pour gérer en toute simplicité votre compte mobile depuis votre Smartphone ou tablette | Bamada.net"", ""source_url"": ""https://bamada.net/moov-africa-malitel-innove-lapplication-my-moov-pour-gerer-en-toute-simplicite-votre-compte-mobile-depuis-votre-smartphone-ou-tablette"", ""notes"": ""Bamada.net is a news website reporting about Moov Africa Malitel and its services; it does not itself provide smartphone financing.""}","[{""name"": ""Moov Africa Malitel"", ""domain"": """", ""url"": """", ""role"": ""provider of mobile telecommunications and mobile money services"", ""financing_responsibility"": ""none"", ""target_relevance"": ""none"", ""quote"": ""Moov Africa Malitel a lancé une nouvelle application dénommée My Moov... permet aux clients d’effectuer différentes opérations comme le paiement des factures, les achats, les recharges…"", ""source_url"": ""https://bamada.net/moov-africa-malitel-innove-lapplication-my-moov-pour-gerer-en-toute-simplicite-votre-compte-mobile-depuis-votre-smartphone-ou-tablette"", ""notes"": ""Moov Africa Malitel offers mobile account management and payment services but there is no evidence they provide smartphone financing.""}, {""name"": ""Moov Money"", ""domain"": """", ""url"": """", ""role"": ""mobile money service associated with Moov Africa Malitel"", ""financing_responsibility"": ""none"", ""target_relevance"": ""none"", ""quote"": ""Moov Money, selon le DG Abdel Aziz Biddine, c’est toute une palette de solutions simples et sécurisés... paiement de factures, recharges, transfert d’argent..."", ""source_url"": ""https://bamada.net/transfert-monetaire-moov-money-innove-encore-au-benefice-de-ses-clients"", ""notes"": ""Moov Money supports payments and transfers but no mention of financing smartphones on installment.""}]",0.9,False,,,[]
app.talk-home.com,True,0.9,unknown,https://cards.talk-home.com/international-calling-rates/mali-calling-card | https://app.talk-home.com/mobile-top-up/mali/malitel,"You can buy a Talk Home calling card online on our website. Click here if you’d like to buy the Classic card. Click here if you’d like to buy a rechargeable calling card. Enter your email address and payment details at the checkout. You can use either PayPal or any credit card. Once payment is processed, you will instantly receive an email with your card PIN and other useful details. | Send mobile top-ups to any Mali phone number in Mali instantly with Talk Home App. Get 10% off on your first Malitel top-up.","The retrieved pages from the domain app.talk-home.com and associated cards.talk-home.com show that the company is primarily engaged in selling calling cards and mobile phone top-up services. There is no mention or evidence of the company providing smartphone financing or installment payment plans for smartphones. Therefore, the company/domain does not directly provide the target category of smartphone_financing. Since no financing partner or aggregator role is identified, the classification defaults to unknown.","{""name"": ""APP Talk Home"", ""domain"": ""app.talk-home.com"", ""url"": ""https://app.talk-home.com/mobile-top-up/mali/malitel"", ""role"": ""service provider"", ""financing_responsibility"": ""none"", ""target_relevance"": ""none"", ""quote"": ""You can buy a Talk Home calling card online on our website... You can use either PayPal or any credit card. Once payment is processed, you will instantly receive an email with your card PIN and other useful details."", ""source_url"": ""https://cards.talk-home.com/international-calling-rates/mali-calling-card"", ""notes"": ""The company offers calling cards and mobile top-ups but does not offer smartphone financing or installment plans related to smartphone purchasing or financing.""}",[],0.9,False,,,[]
