domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning
maliactu.net,False,0.0,unknown,https://maliactu.net/moov-money-malitel-rend-les-transferts-gratuits-une-revolution-pour-ses-abonnes,"MaliActu.net est le premier site d'information en ligne du Mali. Politique, societe, economie, sport — toute l'actualite malienne en temps reel.","There is no evidence in the retrieved page that Maliactu directly offers, finances, underwrites, leases, or sells smartphone financing services. The content shows it is an information/news site and does not indicate any role as provider, aggregator, or partner in smartphone financing."
zhooma.com,False,0.7,unknown,https://zhooma.com/samsung-galaxy-s9-plus-64go/pid/n1654 | https://www.zhooma.com/section/telephone-tablette,"Samsung Galaxy S9 Plus – 64Go | ZHOOMA Mali ZHOOMA Mali: Acheter Samsung Galaxy S9 Plus – 64Go 375 000,00 Fcfa | Achetez tous vos articles preférés et soyez livrez en un temps record à travers tout le Mali.","The retrieved pages show that Zhooma sells smartphones and tablets but provide no explicit mention or evidence that it directly finances, underwrites, leases, or sells smartphones on installments. The content mostly displays product listings and sales information without reference to financing options. Therefore, it is unclear if Zhooma directly offers smartphone financing, nor do they indicate partnership with separate financing providers. Given the missing clear evidence, the classification defaults to 'unknown' with moderate confidence."
recharge.com,True,0.9,unknown,https://www.recharge.com/en/ml/malitel,"With Recharge.com you can top up your phone immediately. To top up your Malitel plan simply select the amount you need and enter your phone number. You can pay with many trusted payment methods, such as PayPal.","The retrieved pages indicate Recharge.com offers online mobile phone recharge/top-up services only. There is no mention or evidence that Recharge.com directly provides smartphone financing services such as selling phones on installments, financing, leasing, or underwriting phone purchases. Therefore, based on the provided pages and the rules, the entity type is classified as 'unknown' since evidence is missing or insufficient to confirm direct provision of smartphone financing."
maliweb.net,False,0.1,unknown,https://www.maliweb.net/economie/telecom/paiement-mobile-et-vtc-orange-money-sintegre-a-moov-pour-transformer-la-mobilite-urbaine-3115026.html | https://www.maliweb.net/moov-money-malitel-les-transferts-dargent-entre-comptes-desormais-gratuits,Orange Finances Mobiles Mali a annoncé la signature d’un partenariat stratégique avec l’application de VTC Moov. L’objectif : faciliter le paiement des courses grâce à l’intégration de la solution Orange Money directement dans l’application de mobilité. | Content of the page does not include any mention of Maliweb providing smartphone financing services.,"The retrieved pages discuss partnerships related to mobile payments but contain no information indicating that Maliweb directly provides smartphone financing. The content is either about mobile payment solutions or general topics unrelated to smartphone financing. Therefore, based on provided evidence, the classification is 'unknown' with low confidence and validation is false."
mobilerecharge.com,True,0.8,unknown,https://mobilerecharge.com/buy/mobile/recharge/mali | https://mobilerecharge.com/send/recharge/Mali/Malitel/20Prepaid/20Credit,"Get the most out of your mobile recharge service: amazing quality and great customer service. Wait no more, join MobileRecharge.com and top up now! | Proceed with secure payment using a credit/debit card or PayPal. The Malitel Prepaid Credit Mali mobile number is recharged instantly.","The retrieved pages indicate MobileRecharge.com provides mobile recharge (airtime/data top-ups) services, but there is no evidence they directly provide smartphone financing, leasing, or installment sales. There is also no indication they act as an aggregator or partner only for such services. Therefore, the classification is 'unknown' due to lack of relevant evidence."
mali-achats.com,True,0.8,unknown,https://www.mali-achats.com/page/modes-de-paiement | https://www.mali-achats.com/boutiques/telephonie,"Pour les articles dont la valeur totale dépasse 200.000 F CFA (Deux Cent Mille Franc CFA), un paiement de 50% devra être effectué à l’avance, avant que les articles ne soient livrés à l’acheteur. Le solde pourra être réglé à la livraison, ou alors votre avance vous sera restitué, si la commande ne correspond pas à vos attentes. | Affichage 1 - 12 sur 118 ... Smartphones Apple ... Smartphones Samsung... Mali-achats est un site web de vente en ligne au Mali.","Mali Achats is a direct seller of smartphones as seen on their website; however, there is no explicit evidence that they directly provide or finance smartphones on installments or via leasing. The payment terms show a 50% upfront payment for orders above 200,000 F CFA but no clear indication this is a financing service. The company appears to be an online retailer rather than a financing provider, aggregator, or exclusive partner for smartphone financing. Hence, the entity type is 'unknown' due to insufficient evidence."
monniz.com,False,0.8,unknown,https://monniz.com/service/forfait-internet-orange-mali | https://monniz.com/service/recharge-mobile-malitel-mali,"Achetez votre Forfait internet Orange en toute confiance avec Monniz Optez pour le forfait internet Orange au Mali et profitez d'une expérience d'achat sans égale avec Monniz. | Avec Monniz, rechargez votre mobile Malitel en toute sérénité. Notre plateforme vous offre une expérience de recharge simple, rapide et sécurisée, vous permettant de rester connecté à vos proches sans tracas.","The retrieved pages demonstrate Monniz provides mobile-related services such as internet packages and mobile recharges. However, none of the content mentions financing smartphones, leasing, underwriting, or installment sales related to smartphones. Therefore, Monniz does not appear to directly provide smartphone financing, nor do they position themselves as an aggregator or a partner-only entity. The direct provision of the target category smartphone financing is not evidenced."
samsung.com,True,0.9,partner_only,https://www.samsung.com/africa/en/offer/ghana-s24-consumer-finance-promo,"Choose a financing plan from a participating bank (Access Bank, UMB, or Stanbic Bank). Fill out a loan application (available at the bank or store)... The bank will decide on your loan approval.","The evidence clearly shows that Samsung offers smartphone financing via third-party banks that approve and provide the loans. Samsung acts as a facilitator but is not the direct provider of financing or installment plans. Therefore, the company qualifies as partner_only."
maxit.orange.com,True,0.9,unknown,https://maxit.orange.com/en/page-contry-mali.html | https://maxit.orange.com/fr/page-pays-mali.html | https://maxit.orange.com/fr/recharge-operateur-malitel-mali.html,"The main operators available for top-up are: ORANGE TELECEL MALITEL... The credit is instantly sent to the recipient's phone. | Les principaux opérateurs disponibles pour un rechargement sont : ORANGE MALITEL TELECEL... Le rechargement est quasi immédiat, il ne prend que quelques secondes. | Les principaux opérateurs disponibles pour un rechargement sont : - Orange - Telecel - Moov Africa... La recharge est envoyée instantanément sur le téléphone du destinataire.","All provided evidence describes Max It as a platform for mobile credit top-ups and recharge services for Mali mobile operators. There is no indication that Max It directly offers smartphone financing through installments, leasing, or underwriting. Therefore, the company/domain does not directly provide the target category 'smartphone_financing'. Since the evidence is insufficient to determine if Max It is an aggregator or partner offering financing indirectly, the appropriate classification is 'unknown'."
doctorsim.com,True,0.9,unknown,https://www.doctorsim.com/ca-en/topup-phone/countries/mali | https://www.doctorsim.com/fr/ml/topup-phone/mali-moovafrica,"International recharge for phones: Send phone top up abroad online. Easy, reliable & with no extra fees! Secure payments and best deals available on the market. | Top up anywhere, anytime using your PC or phone. ... Topping up online with doctorSIM is completely transparent and to avoid any nasty surprises during the process you will be told the amount you will be sending, how much the phone will be recharged and, if applicable, any commissions applied. The phone will be recharged in seconds and you will also receive confirmation by e-mail.","The retrieved pages clearly describe doctorSIM's services as mobile phone recharge and airtime top-up solutions. There is no indication that doctorSIM offers smartphone financing, installment sales, leases, underwriting, or any direct financing service for smartphones. Therefore, the entity type 'provider' for smartphone financing cannot be assigned. There is also no evidence they act as an aggregator or mention financing partners. Hence, based on the given pages, the most accurate classification is 'unknown' as there is insufficient evidence related to smartphone financing."
baluwo.com,False,0.9,unknown,https://baluwo.com/fr/afrique/mali/recharge-mobile-mali,"Nous vous proposons un service exclusif de recharge de crédit au Mali. Vous pouvez recharger en ligne, sans avoir à vous déplacer, de n’importe où et à tout moment depuis votre propre mobile. Chez Baluwo, nous travaillons avec les meilleures compagnies de téléphonie mobile au Mali, notamment, Malitel, Orange et Telecel.","The retrieved page evidence shows Baluwo provides mobile credit recharge and money transfer services but does not mention financing, installment sales, leasing, underwriting, or selling smartphones on installments. Thus, there is no direct evidence that Baluwo provides smartphone financing, so the entity type is classified as 'unknown' and the goal is not validated."
libon.com,True,0.9,unknown,https://www.libon.com/offre/ml-recharge,"Buy Your minutes directly on the app or at one of our points of sale in Europe and the USA ... Call mobiles in over 160 countries, and always at the best price!","The only retrieved page describes Libon's telecom top-up and calling services without any indication of smartphone financing, installment plans, or leasing. Therefore, based on the provided evidence only, it is unknown whether Libon directly offers smartphone financing."
orangemoney.fr,False,0.8,unknown,https://orangemoney.fr/envoyer-de-l-argent-au-mali,Votre proche pourra retirer de l’argent mais également : Régler ses factures au Mali facilement auprès de sociétés partenaires directement avec son téléphone portable. ... SINGA NI MARA : offre d’épargne et de pico/micro-crédit aux particuliers.,"The retrieved page describes Orange Money services such as money transfers, bill payments, and micro-credit offers by a partner. There is no direct evidence that Orangemoney FR provides smartphone financing or installment plans. Therefore, based on the provided information, the company cannot be classified as a provider or aggregator of smartphone financing, nor as partner_only with clear financing partners. The evidence is insufficient or ambiguous for the target category."
bossrevolution.com,False,0.7,unknown,https://www.bossrevolution.com/en-us/country/mali/international-mobile-topup,"Send Mobile Recharge to Mali, Top Up in Mali Online - BOSS Revolution Get 20% OFF instantly when you recharge a mobile in Mali with $10+. Use the promo code TOPUPWEB to claim the discount","The retrieved page content exclusively describes mobile top-up and related telecommunications services without any reference to financing smartphones or providing installment payment plans. Therefore, based on the provided evidence, the company/domain does not directly provide smartphone financing services, making the classification 'unknown' due to insufficient evidence."
tecno-mobile.com,False,0.7,unknown,https://www.tecno-mobile.com/ml/promotionstore,"Decouvrez les produits TECNO, consultez les manuels en ligne, telechargez les derniers fichiers et plus encore.","The provided page content relates only to physical store locations and product information for TECNO smartphones, with no indication that TECNO itself offers financing, leasing, or installment purchase options directly. There is also no mention of financing partners or third-party financing, leaving the evidence insufficient to classify TECNO as provider, aggregator, or partner_only. Therefore, the classification is unknown."
horonyafinance.com,False,0.2,unknown,https://www.horonyafinance.com/mali-telecommunications-moov-africa-malitel-desormais-sous-le-controle-de-letat,Horonya Finance(HF)) est la principale plateforme d’information économique et financière du Burkina Faso avec une couverture intégrale de l’actualité économique et financière africaine.,"The retrieved page portrays Horonya Finance as an information platform rather than a service provider. There is no evidence that the company or domain directly offers, finances, underwrites, leases, or sells smartphones on installment plans, nor any indication it acts as an aggregator or partner. Thus, the entity type is unknown with low confidence due to insufficient data."
agefaumali.com,False,0.15,unknown,https://agefaumali.com/,Faciliter la fourniture d’un Accès Universel à l’ensemble de la population malienne grâce à l’utilisation des technologies de l’information et des communications abordables pour développement socio-économique.,"The provided page content primarily discusses the company's mission regarding universal access to telecommunications and related projects without any indication that 'Pour tout le Mali connecte' or the domain agefaumali.com directly offers smartphone financing or related installment services. There is no evidence suggesting the company is a provider, aggregator, or partner for smartphone financing, hence the classification is unknown with low confidence."
mboasu.com,False,0.9,unknown,https://www.mboasu.com/en/Mali.html,"Recharge a Mobile in Mali. Recharge mobiles of friends and familly. We have the lowest prices!... Send a gift to your loved one back at home, recharge her mobile credit directly from your home.","Based on the provided retrieved page, the company mboasu.com offers mobile airtime recharge services but there is no evidence that it directly provides smartphone financing or any related installment or leasing service. Consequently, the entity type cannot be classified as provider, aggregator, or partner_only for smartphone_financing, and is therefore unknown."
waricel.com,True,0.9,unknown,https://www.waricel.com/orange-money-transfer-mali,"Mali - Transfert d'argent Mobile Money TRANSFERT D'ARGENT INTERNATIONAL Directement sur les comptes Orange Money, MTN Mobile Money, Moov Money.","The retrieved page describes the company as providing international money transfer services through Mobile Money accounts but contains no mention of smartphone financing or related services. Therefore, according to the rules, the correct classification is 'unknown' due to insufficient evidence of providing the target category."
topup-balance.com,True,0.9,unknown,https://topup-balance.com/en-ml/mobile-mali,"TopUp-Balance provides a simple and convenient way to top up your mobile phone balance online, no matter where you are. ... Top Up Refill","The retrieved page only shows evidence that Topup Balance is a mobile phone top-up service and payment platform, without any indication that it directly offers or finances smartphones on installments or similar financing products. The target category 'smartphone_financing' is not supported by the provided evidence, so the appropriate classification is 'unknown'."
maya.net,True,0.9,unknown,https://maya.net/esim/mali,Our Mali eSIM plans are data only eSIM plans. They do not include a local number.,"The retrieved page clearly discusses prepaid and unlimited data plans related to eSIMs but does not mention any smartphone financing services directly provided by the company or domain. There is no evidence of the company financing or selling smartphones on installments, nor is there any mention of a partner providing such a service. Therefore, the company cannot be classified as a provider, aggregator, or partner_only for smartphone financing based on the given data. The appropriate classification is 'unknown' due to lack of relevant evidence."
rechargemobile.co,False,0.9,unknown,https://www.rechargemobile.co/fr/mali,"Achetez en ligne du crédit téléphonique pour recharger un numéro prépayé au Mali, pour vous ou vos proches. Paiement en ligne sécurisé, depuis partout dans le monde, recevez immédiatement du crédit (voix, data) pour les opérateurs au Mali : Malitel, Orange, Telecel...","The retrieved page only provides evidence of airtime recharge services and does not mention any direct provision, financing, underwriting, leasing, or installment sales of smartphones. Therefore, it is not a provider of smartphone financing, nor an aggregator or partner for such services based on the given data. The lack of relevant evidence leads to classifying the company as 'unknown'."
allo.monisnap.com,True,0.9,unknown,https://allo.monisnap.com/gb/countries/ml/operators/malitel | https://allo.monisnap.com/gb/countries/ml/operators/orange | https://allo.monisnap.com/fr/pays/ml,"Monisnap offers you to top up the mobile of your relatives abroad in a few seconds. It is very simple: Choose the Malitel top-up, Enter the phone number to top up Mali, Pay online on Monisnap — the top-up is credited to your beneficiary's phone in a few seconds, you don't have to do anything | Monisnap offers you to top up the mobile of your relatives abroad in a few seconds. It is very simple: Choose the Orange top-up, Enter the phone number to top up Mali, Pay online on Monisnap — the top-up is credited to your beneficiary's phone in a few seconds, you don't have to do anything | Rechargez du crédit d'appel, SMS et internet pour vous ou vos proches au Mali avec Orange, Boomplay, Malitel, Telecel","All retrieved pages indicate that Allo Monisnap directly provides mobile phone credit and data top-ups. No mention or evidence was found that it directly offers smartphone financing, installment sales, leasing, or underwriting of smartphone purchases. The company functions essentially as a top-up/payment service provider. Hence, according to the task rules, the entity_type is 'unknown' due to lack of evidence supporting direct provision of smartphone financing."
dgi.gouv.ml,True,0.9,unknown,https://www.dgi.gouv.ml/reel | https://www.dgi.gouv.ml/ | https://www.dgi.gouv.ml/comment-obtenir-des-renseignements-sur-nos-bureaux,"UR AJOUTEE 192?311 Actif D.G.E 087800928C < < M M H MINING >> SARL TAXE/VALEUR AJOUTEE 756?906 Actif D.G.E 082204517A SODIMA TAXE/VALEUR AJOUTEE 155?960 Actif D.G.E 086116719W ""EDSECG-SARL"" TAXE/VALEUR AJOUTEE 158?863 Actif D.G.E 084126000X CAPITAL DRILLING MALI-SARL TAXE/VALEUR AJOUTEE 601?768 Actif D.G.E 025017795N | actifs Qualité de service - Les engagements de la DGI (Normes de service) - Le secret professionnel - La charte du contribuable - Consultations fiscales - Plan Stratégique 2019 - 2021 - Plan Stratégique 2023 - 2025 - Plan Opérationnel 2019 - 2021 | Qualité de service - Les engagements de la DGI (Normes de service) - Le secret professionnel - La charte du contribuable - Consultations fiscales -","Across all provided pages from the domain dgi.gouv.ml, there is no evidence that the company directly provides, finances, underwrites, leases, or sells smartphone financing services. The domain appears to be focused on tax administration and public finance, with no mention of smartphone financing offerings. Therefore, based on the strict rules and the retrieved content, the company falls under the 'unknown' category due to lack of relevant evidence."
financesonefiles.worldbank.org,True,0.9,unknown,https://blogs.worldbank.org/en/africacan/digital-financial-services-can-bring-inclusion-and-growth-mali | https://blogs.worldbank.org/fr/africacan/potentiel-des-services-financiers-numeriques-pour-favoriser-inclusion-et-croissance-au-Mali | https://financesonefiles.worldbank.org/f-one/DS01154/Contract/Awards/in/Investment/Project/Financing///for/Projects/in/Africa/region.csv,"Thanks to DFS, individuals can make payments, receive remittances, access savings, credit, insurance, and investments. | Téléphonie mobile permet à des personnes comme Moussa non seulement de communiquer, mais aussi d'envoyer de l'argent, d'épargner et d'accéder à l'assurance et au crédit. | The document lists various tenders and projects related to transportation, health, and agriculture but does not mention smartphone financing or related financial products.","The evidence from all provided pages shows that the company/domain is involved in digital financial services broadly, including access to credit and digital payments, but there is no direct indication that it provides smartphone financing services itself as a provider. They appear to support or promote financial inclusion but do not directly offer financing or installment sale of smartphones. Therefore, under the given rules, the correct classification is 'unknown' due to insufficient direct evidence."
bceao.int,,0.0,unknown,,,"Domain pages were present, but none contained indexable text for validation."
paybindi.com,True,0.9,provider,https://paybindi.com/ | https://paybindi.com/accueil-mali,"Sélectionnez votre plan de paiement préféré parmi les options disponibles : hebdomadaire, bihebdomadaire ou mensuel. Payez le solde restant en plusieurs versements selon le plan que vous avez choisi, sur une période maximale de 6 mois. | Notre technologie PAYBINDI Lock peut verrouiller le smartphone si le solde n’est pas payé selon l’échéancier convenu. Cela assure la sécurité du financement et protège votre investissement.","The pages describe Paybindi offering smartphone sales with payment plans (weekly, biweekly, monthly) allowing customers to pay in installments up to 6 months. The presence of PAYBINDI Lock technology to secure payments indicates the company directly underwrites or finances these smartphones rather than acting as an intermediary or partner. Therefore, Paybindi is classified as a direct provider of smartphone financing."
boamali.com,True,0.7,unknown,https://www.boamali.com/particuliers/prets/pret-personnel,BANK OF AFRICA peut vous accorder un PRÊT PERSONNEL pour vous aider à réaliser l’achat de biens ou d’équipements sans attendre. Le Prêt Personnel est un prêt à moyen terme sur maximum 84 mois destiné à financer l’achat de biens de consommation ou d’équipement.,"The retrieved pages show that Bank of Africa - BOA-Mali offers personal loans for purchasing goods or equipment. However, there is no explicit evidence that they directly provide smartphone financing or sell smartphones on installments. Therefore, based on the provided evidence and rules, the entity type is unknown, as the evidence is insufficient or ambiguous about directly providing 'smartphone_financing'."
pixmania.com,True,0.8,provider,https://www.pixmania.com/fr/fr/telephones/smartphones.html | https://www.pixmania.com/fr/fr/smartphones-samsung.html,Paiement de 3 à 36 fois - Garanti jusqu'à 24 mois - Vendeurs Certifiés - Produits neufs et reconditionnés | Samsung Galaxy - Paiement en plusieurs fois Retrouvez tous les modèles de Smartphones Samsung neufs et reconditionnés. Tous les smartphones de vos envies sont sur Pixmania.com et toujours au meilleur prix,"The retrieved pages from pixmania.com clearly advertise the availability of payment in multiple installments (3 to 36 times) directly on smartphones. There is no indication that financing is provided by a third party only. Therefore, Pixmania acts as a provider directly offering financing options for smartphones, fulfilling the target category smartphone_financing."
wearetech.africa,True,0.9,partner_only,https://www.wearetech.africa/fr/fils/solutions/senegal-nixacom-propose-des-paiements-echelonnes-pour-des-produits-tech,"« Un client se connecte sur notre site Web et choisit le produit qu'il recherche, remplit un KYC, et une fois que nous avons reçu toutes les informations, nous voyons avec laquelle de nos institutions partenaires ils sont éligibles, nous les finançons directement à travers nous, et nous leur fournissons leur produit » a indiqué Cheikh Gueye à Disrupt Africa.","The provided content from Wearetech Africa's domain describes a model where the company facilitates smartphone financing via partner institutions, not as the direct provider or underwriter. It explicitly states financing happens 'through' their partner institutions. Thus, the company fits the 'partner_only' category under the given rules."
afgbankmali.com,False,0.9,unknown,https://afgbankmali.com/credit | https://afgbankmali.com/epargne-placements,"Quel montant pour le crédit immobilier ? En fonction de votre projet, de votre apport personnel et de votre capacité de remboursement, votre conseiller détermine le montant du prêt et des mensualités. ... Quel est le taux d’intérêt du prêt immobilier ? Le taux d’intérêt du prêt immobilier est négociable. | Prêt À son terme, le PEP donne droit à crédit à un taux préférentiel. Il permet d’emprunter à hauteur de deux fois le capital déposé, hors intérêt. Il ne peut excéder 4 000 000 FCFA.","The retrieved pages provide details about mortgage loans and credit linked to deposit plans, but no explicit evidence that Afgbankmali directly offers smartphone financing or installment plans for smartphones. There is no mention of the company financing, underwriting, leasing, or selling smartphones on installments. Thus, based on given data, the entity type is 'unknown'."





domain,validated,confidence,entity_type,evidence_pages,supporting_snippets,reasoning
orangemali.com,True,0.9,partner_only,https://www.orangemali.com/fr/prt-smartphone-et-tablette.html,"Orange en partenariat avec Ecobank, vous offre la possibilité de payer à votre rythme et sur plusieurs mensualités des smartphones au meilleur rapport qualité/ prix.","The retrieved pages indicate that Orange Mali offers smartphone financing in partnership with Ecobank, allowing customers to pay in installments. However, the financing service is explicitly described as being provided in partnership with Ecobank, implying Orange Mali is not the direct provider of the smartphone financing service. There is no evidence that Orange Mali itself underwrites, finances, leases, or sells smartphones on installments directly, only that it facilitates this through a partner. Therefore, the entity type is classified as 'partner_only' with high confidence."
bdm-sa.com,True,0.8,unknown,https://www.bdm-sa.com/credit-personnel | https://www.bdm-sa.com/credit-immediat-bdm-sa | https://www.bdm-sa.com/particuliers,"Le crédit personnel est destiné à financer tout type de dépenses, sans aucune restriction quant à l’objet du crédit. Le client a le choix entre plusieurs formules : Le Crédit à la Consommation Le Crédit Équipement Le Crédit Auto Prêt Scolarité Prêt Tabaski | En tant que client, obtenez jusqu'à 1000000 FCFA de crédit remboursable en 10 mensualités. | CRÉDITS Crédit personnel Prêt Acquéreur ACI/BDM-SA Crédit immédiat BDM-SA Crédit Immobilier","The retrieved pages show that La Banque de Développement du Mali offers general personal and immediate credits and several types of loans but do not mention any direct product or service explicitly targeting smartphone financing or installment sales of smartphones. No evidence was found that the company directly provides, finances, underwrites, leases, or sells smartphones on installment. No evidence suggests they only refer to a partner for such services either. Therefore, according to the rules, the entity type should be 'unknown'."
ml.coinafrique.com,True,0.9,aggregator,https://ml.coinafrique.com/categorie/telephones-et-tablettes/samsung-galaxy | https://ml.coinafrique.com/annonce/telephones-et-tablettes/iphone-12-3009809,Retrouvez toutes les annonces undefined neufs et occasions sur CoinAfrique. Achetez et vendez votre undefined près de chez vous. | Retrouvez toutes les annonces au Mali comme Téléphones & Tablettes iPhone 12 neufs et occasions au Mali - CoinAfrique Mali et téléchargez CoinAfrique: Des milliers d'annonces et bonnes affaires à découvrir près de chez vous et partout en Afrique.,"All retrieved pages indicate that the domain ml.coinafrique.com acts as a marketplace or classifieds site listing phones for sale from multiple sellers. There is no mention or evidence found that the company Téléphones & Tablettes or the domain directly provides smartphone financing, such as installment plans, loans, or leasing. The site functions as an aggregator listing third-party offers. Thus, according to the task rules, the entity type is aggregator with high confidence."
rebtel.com,True,0.9,unknown,https://www.rebtel.com/fr/campagne/cms/mali-recharger,"Envoyez la recharge à votre famille et vos amis au Mali avec les frais les plus bas possibles. Rapide, sécurisé et directement depuis votre téléphone ou votre ordinateur.","The retrieved page shows that Rebtel offers mobile recharge services but contains no evidence that Rebtel directly provides smartphone financing. According to the rules, a direct provider must finance, lease, or sell smartphones on installments. Since the evidence only supports mobile recharge services and no smartphone financing, the correct entity type is 'unknown'."
seagm.com,True,0.9,unknown,https://www.seagm.com/fr/mobile-recharge/Mali,Top Up Mali Malitel Mali Prepaid Mobile - SEAGM Reload Malitel Mali mobile credits instantly with SEAGM.com. Instant top up to your phone.,"The retrieved page only shows SEAGM offering mobile recharge services and prepaid mobile credits. There is no indication that SEAGM directly provides smartphone financing or related installment services. Therefore, based on the provided evidence and rules, the entity type is classified as 'unknown'."
banqueatlantique.net,True,0.9,partner_only,https://www.banqueatlantique.net/bn/particuliers/pack-smart-start-bn | https://www.banqueatlantique.net/civ/particuliers/wizall-money-ci | https://www.banqueatlantique.net/civ/particuliers/atlantique-money-ci,"Banque Atlantique en partenariat avec WIZALL MONEY, présente « PACK SMART START », une offre 100% digitale, dédiée aux jeunes de 12 à 17 ans. | Banque Atlantique vous propose l’application Wizall Money , un service Bank to Wallet pour transférer et retirer de l’argent de votre compte bancaire vers votre Wallet et vice versa quel que soit votre opérateur Mobile. | BANQUE ATLANTIQUE vous permet d’accéder aux services* « Bank to Wallet » et « Wallet to Bank » via l’offre ATLANTIQUEMONEY. Services disponibles avec les partenaires Wallets WIZALL MONEY, ORANGE MONEY, MTN MOMO, MOOV MONEY","The retrieved pages indicate Banque Atlantique provides smartphone-related financing and wallet services only in partnership with third-party providers such as WIZALL MONEY and other digital wallets. There is no evidence the bank directly finances, underwrites, sells, or leases smartphones or smartphone financing plans itself. Therefore, the entity is categorized as partner_only with high confidence."
bamada.net,False,0.9,unknown,https://bamada.net/moov-africa-malitel-innove-lapplication-my-moov-pour-gerer-en-toute-simplicite-votre-compte-mobile-depuis-votre-smartphone-ou-tablette | https://bamada.net/my-moov-toutes-les-fonctionnalites-de-moov-africa-malitel-en-un-clic | https://bamada.net/transfert-monetaire-moov-money-innove-encore-au-benefice-de-ses-clients,"L’application My Moov permet aux clients d’effectuer différentes opérations comme le paiement des factures, l’achat des forfaits, les recharges… Elle ne mentionne pas offrir un service de financement ou leasing de smartphones. | My Moov permet aux clients de contrôler leur solde, souscrire aux forfaits d’appel, internet, SMS, construire leurs forfaits, mais aucune mention d’un service de financement de smartphones. | Moov Money offre des services de transfert monétaire, paiement de factures, recharges, paris en ligne, mais aucun indicateur de financement, leasing ou vente à crédit de smartphones.","The retrieved pages from bamada.net primarily describe telecom services, mobile money, payments, and account management via the My Moov app and Moov Money service. There is no direct evidence that the company or domain offers smartphone financing such as installment sales, leasing, or underwriting smartphone purchases. References are related to mobile account management and money transfers without mention of financing phones. Per the task rules, without direct evidence, the entity type must be 'unknown' and validation fails."
app.talk-home.com,False,0.9,unknown,https://app.talk-home.com/mobile-top-up/mali/malitel | https://cards.talk-home.com/international-calling-rates/mali-calling-card,Send Malitel Credit to Mali with Talk Home App Send mobile top-ups to any Mali phone number in Mali instantly with Talk Home App. | Calling cards provide a more economic means of making international calls. Their calling rates are considerably cheaper than other services...,"The retrieved pages focus on mobile top-ups and international calling card services. There is no direct or indirect evidence that APP Talk Home provides smartphone financing services or offers installment payments, leases, or other financing-related offerings for smartphones. Therefore, according to the rules, the entity type must be 'unknown' due to missing or insufficient evidence."
watra.org,False,0.9,unknown,https://watra.org/mali,"The main services offered by the operators include voice, SMS, data, internet, and mobile money.","The retrieved page does not provide any direct or indirect evidence that ARTÃO or the domain watra.org provides smartphone financing. The content mainly discusses telecom operators and digital infrastructure in Mali without linking to the company or its financing services. Therefore, based on the provided data, the entity type cannot be classified as provider, aggregator, or partner_only, resulting in unknown."
maliactu.net,False,0.2,unknown,https://maliactu.net/moov-money-malitel-rend-les-transferts-gratuits-une-revolution-pour-ses-abonnes,"MaliActu.net est le premier site d'information en ligne du Mali. Politique, societe, economie, sport — toute l'actualite malienne en temps reel.","There is no direct evidence from the provided retrieved page that Maliactu or its domain maliactu.net directly provides, finances, underwrites, leases, or sells smartphone financing. The page is a news article unrelated to smartphone financing. Therefore, the appropriate entity type is unknown with low confidence."
zhooma.com,False,0.8,unknown,https://zhooma.com/samsung-galaxy-s9-plus-64go/pid/n1654 | https://www.zhooma.com/section/telephone-tablette,"Samsung Galaxy S9 Plus – 64Go | ZHOOMA Mali ZHOOMA Mali: Acheter Samsung Galaxy S9 Plus – 64Go 375 000,00 Fcfa | Achetez tous vos articles preférés et soyez livrez en un temps record à travers tout le Mali.","The retrieved pages from the Zhooma domain show that the company sells smartphones and tablets directly, but nowhere is there mention that they provide financing, leasing, installment sale, or underwriting of smartphone financing. There is also no indication that financing is offered by a partner either. The content is limited to product sales with no financing-related information, so the entity type cannot be established as provider, aggregator, or partner_only. Hence, per rules, classification is unknown with validation false."
recharge.com,False,0.8,unknown,https://www.recharge.com/fr/ml/malitel | https://www.recharge.com/en/ml/malitel,Rechargez les téléphones Malitel Mali en ligne | recharge.com Achetez la recharge Malitel Mali en ligne ✓ Recevez votre code instantanément par email ✓ Plus de 23 méthodes de paiement sécurisées | Buy Malitel Mali recharge online ✓ Receive your code instantly by email ✓ More than 23 safe payment methods ... top up your Malitel prepaid plan on Recharge.com.,"Both retrieved pages exclusively describe services related to mobile phone recharge/top-up for Malitel Mali and do not mention any offering related to smartphone financing, installment sales, leasing, underwriting, or direct financing. Therefore, based on the provided pages, Recharge.com does not directly provide smartphone financing, nor is it an aggregator or partner for such services. There is no evidence supporting a direct or indirect role in smartphone financing."
maliweb.net,False,0.2,unknown,https://www.maliweb.net/economie/telecom/paiement-mobile-et-vtc-orange-money-sintegre-a-moov-pour-transformer-la-mobilite-urbaine-3115026.html,Orange Finances Mobiles Mali a annoncé la signature d’un partenariat stratégique avec l’application de VTC Moov. L’objectif : faciliter le paiement des courses grâce à l’intégration de la solution Orange Money directement dans l’application de mobilité.,"The retrieved pages discuss partnerships and mobile payment solutions related to urban transport and money transfers. There is no indication that Maliweb or its domain maliweb.net directly offers smartphone financing services such as sales on installments, financing, leasing or underwriting of smartphones. The information is related to payment integrations and not direct provision of smartphone financing. Therefore, the entity type is classified as 'unknown' with validation false and low confidence."
